CONGRESS_ID;ID_KU
1;1000
2;1000
3;1000
4;1000
5;1000
6;1000
7;1000
8;1000
9;1000
10;1000
11;1000
12;1000
13;1000
14;1000
15;1000
16;1000
17;1000
18;1000
19;1000
20;1000
21;1000
22;1000
23;1000
24;1000
25;1000
26;1000
27;1001
28;1001
29;1001
30;1001
31;1001
32;1001
33;1001
34;1001
35;1001
36;1001
37;1001
38;1001
39;1001
40;1001
41;1001
42;1001
43;1001
44;1001
45;1001
46;1001
47;1001
48;1001
49;1001
50;1001
51;1001
52;1001
53;1001
54;1001
55;1001
56;1001
57;1001
58;1001
59;1001
60;1001
61;1001
62;1001
63;1002
64;1002
65;1002
66;1002
67;1002
68;1002
69;1002
70;1002
71;1002
72;1002
73;1002
74;1002
75;1002
76;1002
77;1002
78;1002
79;1002
80;1002
81;1002
82;1002
83;1002
84;1002
85;1002
86;1002
87;1002
88;1002
89;1002
90;1002
91;1002
92;1002
93;1003
94;1003
95;1003
96;1003
97;1003
98;1003
99;1003
100;1003
101;1003
102;1003
103;1003
104;1003
105;1003
106;1003
107;1003
108;1003
109;1003
110;1003
111;1003
112;1003
113;1003
114;1003
115;1003
116;1003
117;1003
118;1003
119;1003
120;1003
121;1003
122;1003
123;1003
124;1003
125;1003
126;1003
127;1003
128;1004
129;1004
130;1004
131;1004
132;1004
133;1004
134;1004
135;1004
136;1004
137;1004
138;1004
139;1004
140;1004
141;1004
142;1004
143;1004
144;1004
145;1004
146;1004
147;1004
148;1004
149;1004
150;1004
151;1004
152;1004
153;1004
154;1004
155;1004
156;1004
157;1004
158;1004
159;1004
160;1004
161;1004
162;1004
163;1004
164;1004
165;1004
166;1004
167;1004
168;1004
169;1004
170;1004
171;1004
172;1005
173;1005
174;1005
175;1005
176;1005
177;1005
178;1005
179;1005
180;1005
181;1005
182;1005
183;1005
184;1005
185;1005
186;1005
187;1005
188;1005
189;1005
190;1005
191;1005
192;1005
193;1005
194;1005
195;1005
196;1005
197;1005
198;1005
199;1005
200;1005
201;1005
202;1005
203;1005
204;1005
205;1005
206;1005
207;1005
208;1005
209;1005
210;1005
211;1005
212;1005
213;1005
214;1005
215;1005
216;1005
217;1005
218;1005
219;1005
220;1005
221;1005
222;1005
223;1006
224;1006
225;1006
226;1006
227;1006
228;1006
229;1006
230;1006
231;1006
232;1006
233;1006
234;1006
235;1006
236;1006
237;1006
238;1006
239;1006
240;1006
241;1006
242;1006
243;1006
244;1006
245;1006
246;1006
247;1006
248;1006
249;1006
250;1006
251;1006
252;1006
253;1006
254;1006
255;1006
256;1006
257;1006
258;1006
259;1006
260;1006
261;1006
262;1006
263;1006
264;1006
265;1006
266;1006
267;1006
268;1006
269;1006
270;1006
271;1006
272;1006
273;1006
274;1007
275;1007
276;1007
277;1007
278;1007
279;1007
280;1007
281;1007
282;1007
283;1007
284;1007
285;1007
286;1007
287;1007
288;1007
289;1007
290;1007
291;1007
292;1007
